company,title,location,repository,category,salary,age,url
GMO,Quantitative Technology Associate - Class of 2027,"Boston, MA",2027-AI-College-Jobs,Other,"$90,000 - $100,000",1d,https://jobs.lever.co/gmo/df44f4c5-cb3f-4960-a984-5b26acc72962
Gunvor,Graduate Program - Quantitative Analysis,"Houston, TX",2027-AI-College-Jobs,Other,,1d,https://gunvor.wd3.myworkdayjobs.com/en-US/gunvor_careers/job/Houston/Graduate-Program---Quantitative-Analysis_JR102791-1
Iambic Therapeutics,Research Scientist I/II - Bioanalytical Sciences & Assay Development,"San Diego, CA",2027-AI-College-Jobs,Other,"$113,600 - $156,000",1d,https://jobs.ashbyhq.com/iambic-therapeutics/4a04c67c-1be5-4109-8f9f-b3e8dd818e37
Integrity,Remote Data Analyst,"Orange, CA",2027-AI-College-Jobs,Other,,1d,https://integritymarketing.wd1.myworkdayjobs.com/en-US/integrity/job/Orange-CA/Remote-Data-Analyst_JR4569
Jerry,Associate Data Scientist,"New York City, NY +3",2027-AI-College-Jobs,Other,"$100,000 - $140,000",1d,https://jobs.ashbyhq.com/jerry.ai/4d1942ff-e7e8-4811-a887-8e4ee9e63758
Kaizen Analytix,Data Scientist,"Atlanta, GA",2027-AI-College-Jobs,Other,$60 - $60 / hr,1d,http://kaizenanalytix.applytojob.com/apply/0Lkt3mpdKK/Data-Scientist
Leidos,Research Scientist I,"San Antonio, TX",2027-AI-College-Jobs,Other,"$69,550.00 - $125,725.00",1d,https://leidos.wd5.myworkdayjobs.com/en-US/external/job/San-Antonio-TX/Research-Scientist-I_R-00191115
Motorola Solutions,Applied AI Engineer I - Supply Chain,"Chicago, IL",2027-AI-College-Jobs,Other,"$58,500 - $85,200",1d,https://motorolasolutions.wd5.myworkdayjobs.com/en-US/careers/job/Chicago-IL/Applied-AI-Engineer-I---Supply-Chain_R67371
MyFunded Futures,Junior Machine Learning Engineer,"Plano, TX",2027-AI-College-Jobs,Other,,1d,https://job-boards.greenhouse.io/myfundedfutures/jobs/4390595009
Wintermute,Graduate Algorithmic Trader 2027,"New York City, NY",2027-AI-College-Jobs,Other,"$210,000 (Est.)",1d,https://jobs.lever.co/wintermute-trading/d962dc39-8839-4e13-a37a-baba49e52b44
Bosch,AI/ML Engineer_MS,"Telengana, IN",2027-AI-College-Jobs,Other,,2d,https://jobs.smartrecruiters.com/BoschGroup/744000146431788-ai-ml-engineer-ms?oga=true
Jobgether,AI Visual Creator - Static Ads,USA,2027-AI-College-Jobs,Other,,2d,https://jobs.lever.co/jobgether/d3b7757a-b974-4390-a2c2-07bf2d7b05f0
Syncreon Consulting,Data Engineer with strong Snowflake & Databricks - US Citizens AND Local candidates Only - 12yrs+ overall,"Seattle, WA",2027-AI-College-Jobs,Other,,2d,https://jobs.smartrecruiters.com/SyncreonConsulting/744000146504702-data-engineer-with-strong-snowflake-databricks-us-citizens-and-local-candidates-only-12yrs-overall-?oga=true
Vermeer,Data Analyst I - Operations,"Pella, IA",2027-AI-College-Jobs,Other,,2d,https://vermeer.wd5.myworkdayjobs.com/en-US/externalcareersite/job/Pella-Iowa-USA---Corporate-Office/Data-Analyst-I---Operations_REQ-22099
Vertex,Stem Cell Research Scientist,"Boston, MA",2027-AI-College-Jobs,Other,"$104,200 - $156,200",2d,https://vrtx.wd501.myworkdayjobs.com/en-US/vertex_careers/job/Boston-MA/Stem-Cell-Research-Scientist_REQ-29934
Vertex,Discovery Immunology Research Scientist,"Seattle, WA",2027-AI-College-Jobs,Other,"$105,600 - $158,400",2d,https://vrtx.wd501.myworkdayjobs.com/en-US/vertex_careers/job/Seattle-WA/Discovery-Immunology-Research-Scientist_REQ-30004
Allegion,Enterprise AI Platform Associate Apprentice,"Carmel, IN",2027-AI-College-Jobs,Other,,5d,https://allegion.wd5.myworkdayjobs.com/en-US/careers/job/Carmel-IN/Enterprise-AI-Platform-Associate-Apprentice_JR37319-1
Axos Bank,AI Enablement Specialist,"San Diego, CA",2027-AI-College-Jobs,Other,,5d,https://axos.wd5.myworkdayjobs.com/en-US/axos/job/HQ---San-Diego-CA/AI-Enablement-Specialist_JR5216
Careerswift,Data Analyst - Junior / Middle,USA,2027-AI-College-Jobs,Other,"$65,000 - $100,000",5d,https://jobs.ashbyhq.com/careerswift.ai/a3265022-3e44-4d64-bda3-537be8ab0dd9
GRAIL,Data Engineer 1 - Operational Technology - Operations #4941,"Durham, NC",2027-AI-College-Jobs,Other,$86K - $106K,5d,https://jobs.lever.co/grailbio/36b40389-6f5d-467f-b4b0-e220ca73e89d
Quantiphi,Architect ML - AI Researcher,Remote - USA,2027-AI-College-Jobs,Other,,5d,https://quantiphi.wd1.myworkdayjobs.com/en-US/careers_at_quantiphi/job/USA---Remote/Architect-ML---AI-Researcher_JR11867
Vertex,Exploratory Biology Research Scientist,"San Diego, CA",2027-AI-College-Jobs,Other,"$105,600 - $158,400",5d,https://vrtx.wd501.myworkdayjobs.com/en-US/vertex_careers/job/San-Diego-CA/Exploratory-Biology-Research-Scientist_REQ-29938
Citi,Functions - Quantitative Risk Management - Summer Analyst - Irving - USA - 2027,"Irving, TX",2027-AI-College-Jobs,Other,"$60,000.00 - $110,000.00",6d,https://citi.wd5.myworkdayjobs.com/en-US/2/job/Irving-Texas-United-States/Functions---Quantitative-Risk-Management--Summer-Analyst--Irving---USA--2027_26990048
Citi,Functions - Quantitative Risk Management - Summer Analyst - Buffalo - USA - 2027,USA,2027-AI-College-Jobs,Other,"$60,000.00 - $110,000.00",6d,https://citi.wd5.myworkdayjobs.com/en-US/2/job/Getzville-New-York-United-States/Functions---Quantitative-Risk-Management--Summer-Analyst--Buffalo---USA--2027_26990039
Citi,Functions - Quantitative Risk Management - Summer Analyst - Tampa - USA - 2027,"Tampa, FL",2027-AI-College-Jobs,Other,"$60,000.00 - $110,000.00",6d,https://citi.wd5.myworkdayjobs.com/en-US/2/job/Tampa-Florida-United-States/Functions---Quantitative-Risk-Management--Summer-Analyst--Tampa---USA--2027_26990051
ING,Junior Data Scientist,"Waco, TX +1",2027-AI-College-Jobs,Other,,6d,https://ing.wd3.myworkdayjobs.com/en-US/jvsgblcor/job/ACT-Amsterdam---Acanthus/Junior-Data-Scientist_REQ-10120426
Legend Biotech,Associate CMC Process Data Analyst,"Raritan, NJ",2027-AI-College-Jobs,Other,"$81,118.96 - $81,118.96   USD",6d,https://job-boards.greenhouse.io/legendcareers/jobs/4728086005
LMI Innovation,Data Engineer,"Fort Gregg-Adams, VA",2027-AI-College-Jobs,Other,"$80,375 - $90,604",6d,https://careers-lmi.icims.com/jobs/14408/data-engineer/job
True Anomaly,Data Engineer I,"Denver, CO +1",2027-AI-College-Jobs,Other,"$80,000 - $110,000,",6d,https://job-boards.greenhouse.io/trueanomalyinc/jobs/5223279007
Anduril,Agentic AI Engineer - Automation,"Costa Mesa, CA",2027-AI-College-Jobs,Other,"$220,000 - $292,000   USD",7d,https://boards.greenhouse.io/andurilindustries/jobs/5219383007?gh_jid=5219383007
Ankura,Associate - Forensic Data & Analytics,"Chicago, IL +2",2027-AI-College-Jobs,Other,"$70,00 - $90,000",7d,https://ankura.wd5.myworkdayjobs.com/en-US/ankura/job/Chicago-IL/Associate--Forensic-Data---Analytics_R104901
DaVita Kidney Care,Data Analyst - Clinical Analytics and Reporting,"Remote - Colorado, USA",2027-AI-College-Jobs,Other,"$57,784.00 - $85,000.00",7d,https://davita.wd1.myworkdayjobs.com/en-US/dkc_external/job/09507---Colorado-Remote/Data-Analyst--Clinical-Analytics-and-Reporting_R0475257
Embry-Riddle Aeronautical University,Flight Scheduling Data Analyst,"Prescott, AZ",2027-AI-College-Jobs,Other,,7d,https://embryriddle.wd1.myworkdayjobs.com/en-US/external/job/Prescott-AZ/Flight-Scheduling-Data-Analyst_R311989
GDIT,Human Performance Data Scientist I,USA,2027-AI-College-Jobs,Other,"$72,877 - $98,599",7d,https://gdit.wd5.myworkdayjobs.com/en-US/external_career_site/job/USA-FL-Hurlburt-Field---229-Cody-Ave-FLC017/Human-Performance-Data-Scientist-I_RQ210954
Hughes Federal Credit Union,Data Analyst,"Tucson, AZ",2027-AI-College-Jobs,Other,"$78,000.00 - $98,000.00",7d,http://hughesfcu.applytojob.com/apply/rNxdWN03G7/Data-Analyst
Canon,Assoc Analyst - Data Analytics,"Boca Raton, FL",2027-AI-College-Jobs,Other,"$54,460 - $81,550",8d,https://external-canoncareers.icims.com/jobs/34752/assoc-analyst%2c-data-analytics/job
Emory Healthcare,Associate AI Engineer,"Atlanta, GA",2027-AI-College-Jobs,Other,,8d,https://non-clinical-emory.icims.com/jobs/170743/associate-ai-engineer/job
Garner Health,Data Analyst I,"New York City, NY",2027-AI-College-Jobs,Other,"$88,000 - $110,000",8d,https://job-boards.greenhouse.io/garnerhealth/jobs/6144708004
OpenX Technologies,Business Intelligence Data Analyst,Remote - USA,2027-AI-College-Jobs,Other,"$93,500 - $110,000",8d,https://jobs.lever.co/openx/df23b30a-21b5-4055-9698-5b5c2767df3c
P&G - Procter & Gamble,Data & AI Engineering - 2027 Grads,"Cincinnati, OH",2027-AI-College-Jobs,Other,"$85,000.00 - $122,200.00",8d,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/CINCINNATI-GENERAL-OFFICES/Data---AI-Engineering--2027-Grads-_R000157913
P&G - Procter & Gamble,Data Science - Master’s degree - 2027 Grads,"Cincinnati, OH",2027-AI-College-Jobs,Other,"$85,000.00 - $122,200.00",8d,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/CINCINNATI-GENERAL-OFFICES/Data-Science--Master-s-degree---2027-Grads-_R000157919
Pryzm,Federal Data Analyst,"Boston, MA",2027-AI-College-Jobs,Other,"$75,000 - $90,000",8d,https://jobs.ashbyhq.com/pryzm/2c40f0bb-e559-49b3-9831-81d7484cc6dc
City of Tucson,Data Analyst I,"Tucson, AZ",2027-AI-College-Jobs,Other,$24.16 - $36.24 USD,9d,https://tucsonaz.wd1.myworkdayjobs.com/en-US/tucson_talent/job/Tucson-Police-Department-Headquarters/Data-Analyst-I_JR-1003361
Guidehouse,Data Analyst/FM Product Specialist - Multiple Levels,"Arlington, VA +3",2027-AI-College-Jobs,Other,,9d,https://guidehouse.wd1.myworkdayjobs.com/en-US/external/job/US---VA-Arlington/Data-Analyst-FM-Product-Specialist--Multiple-Levels-_43860
KBR,Data Engineer - JR,"Chantilly, VA",2027-AI-College-Jobs,Other,"$95,200 - $119,000",9d,https://kbr.wd5.myworkdayjobs.com/en-US/kbr_careers/job/Chantilly-Virginia/Data-Engineer--JR_R2128783
Redhorse Corporation,Junior Graph Data Engineer,"Arlington, VA",2027-AI-College-Jobs,Other,"$85,000 - $105,000",9d,https://jobs.lever.co/redhorsecorp/7e25f5b6-1f91-47ef-8fd1-24663fa7a77b
Lila Sciences,Research Scientist I/II - Computational Organic Electronics,"Cambridge, MA",2027-AI-College-Jobs,Other,,11d,https://job-boards.greenhouse.io/lilasciences/jobs/4376824009
Voya Financial,CLO Data Analyst - BLGC,"Scottsdale, AZ",2027-AI-College-Jobs,Other,"$79,000 - $110,500",12d,https://godirect.wd5.myworkdayjobs.com/en-US/voya_jobs/job/Scottsdale-AZ/CLO-Data-Analyst---BLGC_JR0033085
Osaic,Quantitative Analyst I,"Scottsdale, AZ",2027-AI-College-Jobs,Other,"$57,750 - $77,000",13d,https://advisorgroup.wd1.myworkdayjobs.com/en-US/advisor_career_site/job/Scottsdale-AZ/Quantitative-Analyst-II_R0005112
Great American Insurance Group,Junior Data Scientist,Remote - USA,2027-AI-College-Jobs,Other,"$75,000.00 - $85,000.00",14d,https://gaig.wd1.myworkdayjobs.com/en-US/gaig_external/job/Remote-USA/Junior-Data-Scientist_R9395
SpaceX,Integration & Test Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,14d,https://boards.greenhouse.io/spacex/jobs/8727656002?gh_jid=8727656002
SpaceX,Thermal Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,14d,https://boards.greenhouse.io/spacex/jobs/8728358002?gh_jid=8728358002
SpaceX,Automation and Controls Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,14d,https://boards.greenhouse.io/spacex/jobs/8727884002?gh_jid=8727884002
Hitachi,Field Service Engineer - AIS,"Mount Pleasant, PA +7",2027-AI-College-Jobs,Other,"$66,000 - $82,000",15d,https://hitachi.wd1.myworkdayjobs.com/en-US/hitachi/job/Mount-Pleasant-Pennsylvania-United-States-of-America/Field-Service-Engineer---AIS_R0141202
Northeastern University,Associate Research Scientist,"Boston, MA",2027-AI-College-Jobs,Other,"$67,855.00 - $95,845.00",15d,https://northeastern.wd1.myworkdayjobs.com/en-US/careers/job/Boston-MA-Main-Campus/Associate-Research-Scientist_R141382-2
Fresenius Kabi,Associate Research Scientist - Cell & Gene Therapy,"Lake Zurich, IL",2027-AI-College-Jobs,Other,"$95,000 - $105,000",16d,https://freseniusglobal.wd3.myworkdayjobs.com/en-US/fk_careers/job/Lake-Zurich-IL/Associate-Research-Scientist--Cell---Gene-Therapy-_R-01025944
Novartis,Research Scientist - Lentiviral Vector Purification and Analytics,USA,2027-AI-College-Jobs,Other,"$66,800.00 - $124,000.00",16d,https://novartis.wd3.myworkdayjobs.com/en-US/novartis_careers/job/Cambridge-USA/Research-Scientist--Lentiviral-Vector-Purification-and-Analytics_REQ-10082523-1
Precision AQ,Associate Research Scientist - Real World Evidence,Remote - USA,2027-AI-College-Jobs,Other,"$66,000 - $94,000   USD",16d,https://job-boards.greenhouse.io/precisionaq/jobs/6128944004
Precision Medicine Group,Associate Research Scientist - Real World Evidence,Remote - USA,2027-AI-College-Jobs,Other,"$66,000 - $94,000   USD",16d,https://job-boards.greenhouse.io/precisionmedicinegroup/jobs/6128935004
Astera Institute,Research Scientist - All-Optical Working Memory,"Alameda, CA",2027-AI-College-Jobs,Other,"$80,000 - $150,000",17d,https://jobs.ashbyhq.com/astera/600f1aad-2c27-4b82-bf6c-c171713bcd22
Morgan Stanley,Junior Data Analyst,"Dallas, TX",2027-AI-College-Jobs,Other,"$80,000 (Est.)",19d,https://ms.wd5.myworkdayjobs.com/en-US/external/job/Dallas-Texas-United-States-of-America/Data-Analyst_PT-JR040220
Bluesight,Associate Data Analyst,Remote - USA,2027-AI-College-Jobs,Other,"$55,000 - $65,000",21d,https://jobs.lever.co/bluesight/0478c8b8-e41b-4506-8dfb-b924e69b563b
Relay Network,Business Associate - AI Adoption & Enablement,"Radnor, PA",2027-AI-College-Jobs,Other,,22d,https://boards.greenhouse.io/embed/job_app?for=relaynetwork&token=8121578&gh_jid=8121578
RVO Health,Data Analyst - People Analytics,"Charlotte, NC",2027-AI-College-Jobs,Other,,25d,https://job-boards.greenhouse.io/rvohealth/jobs/4721689005
Granicus,Analyst - AI Transformation & Strategic Operations,Remote - USA,2027-AI-College-Jobs,Other,"$85,000.00 - $103,000.00",27d,https://careers-granicus.icims.com/jobs/10421/analyst%2c-ai-transformation-%26-strategic-operations/job
Mastercard,Data Scientist I,"Salt Lake City, UT +1",2027-AI-College-Jobs,Other,"$72,000 - $115,000 USD",27d,https://mastercard.wd1.myworkdayjobs.com/en-US/corporatecareers/job/Salt-Lake-City-Utah-Holladay/Data-Scientist-I_R-286655
Deluxe,Data Scientist,"New York City, NY +1",2027-AI-College-Jobs,Other,"$85,000.00 - $90,000.00",28d,https://deluxe.wd5.myworkdayjobs.com/en-US/usa_can/job/New-York-NY-USA/Data-Scientist-1_260475WD-1
Huckberry,Jr. AI Process Engineer,"Austin, TX",2027-AI-College-Jobs,Other,,41d,https://apply.workable.com/huckberry/j/605FD224D9/
DaVita Kidney Care,Data Analyst - Clinical Analytics and Reporting,"Remote - Denver, CO",2027-AI-College-Jobs,Other,"$57,784.00 - $85,000.00",42d,https://davita.wd1.myworkdayjobs.com/en-US/dkc_external/job/09567---Denver-HQ-Non-CA-or-CO-Remote/Data-Analyst--Clinical-Analytics-and-Reporting_R0455734
Hewlett Packard Enterprise,HPE Labs - AI/ML Research Scientist III,"Milpitas, CA",2027-AI-College-Jobs,Other,"$136,500 - $276,500",51d,https://hpe.wd5.myworkdayjobs.com/en-US/jobsathpe/job/Milpitas-California-United-States-of-America/HPE-Labs---AI-ML-Research-Scientist-III_1209875-2
Hewlett Packard Enterprise,HPE Labs - AI/ML Research Scientist III,"Milpitas, CA",2027-AI-College-Jobs,Other,"$136,500 - $276,500",51d,https://hpe.wd5.myworkdayjobs.com/en-US/acjobsite/job/Milpitas-California-United-States-of-America/HPE-Labs---AI-ML-Research-Scientist-III_1209875
Busek,Data Analyst,"Natick, MA",2027-AI-College-Jobs,Other,,62d,http://busek.applytojob.com/apply/lwufjJR4I4/Data-Analyst
Corva,Jr. Completions Data Analyst,"Houston, TX",2027-AI-College-Jobs,Other,,70d,https://ats.rippling.com/corva/jobs/f1e7e952-17fc-4c23-944f-8efcce4c598f
GlobalFoundries,Global Tapeout and Mask Operations - Biz App and Data Engineer - 2026 New College Graduate,"Austin, TX",2027-AI-College-Jobs,Other,"$54,200.00 - $110,300.00",70d,https://globalfoundries.wd1.myworkdayjobs.com/en-US/external/job/USA---Texas---Austin/Global-Tapeout-and-Mask-Operations--Biz-App-and-Data-Engineer--2026-New-College-Graduate-_JR-2502471-1
Ignite IT,Jr. AI Prompt Engineer,"Ashburn, VA",2027-AI-College-Jobs,Other,,71d,https://apply.workable.com/ignite-33/j/81F38A4E63/
US Ghost Adventures,AI Content Creation,"Houston, TX",2027-AI-College-Jobs,Other,"$42,000 - $42,000",75d,http://usghostadventures.applytojob.com/apply/22dcazkGTe/AI-Content-Creation
Sage Ventures,Jr. Data Analyst,"Pikesville, MD",2027-AI-College-Jobs,Other,"$60,000 - $80,000",78d,http://sageventures.applytojob.com/apply/fJyVKmDSSy/Jr-Data-Analyst
SWBC,Data Analyst,"San Antonio, TX",2027-AI-College-Jobs,Other,,78d,https://swbc.wd1.myworkdayjobs.com/en-US/swbccareers/job/San-Antonio-TX/Data-Analyst_R0015059-1
Board International,Associate AI Engineer - 6-month contract,"Boston, MA",2027-AI-College-Jobs,Other,,91d,http://boardinternationalsa.applytojob.com/apply/LeNTy0zfun/Associate-AI-Engineer-6month-Contract
Bevi,Supply Chain Data Analyst,"Boston, MA",2027-AI-College-Jobs,Other,"$76,585 - $94,605   USD",103d,https://job-boards.greenhouse.io/bevicareers/jobs/4255221009
