company,title,location,repository,category,salary,age,url
SpaceX,Integration & Test Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,12d,https://boards.greenhouse.io/spacex/jobs/8727656002?gh_jid=8727656002
SpaceX,Thermal Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,12d,https://boards.greenhouse.io/spacex/jobs/8728358002?gh_jid=8728358002
SpaceX,Automation and Controls Engineer - AI Satellites - Starmind,"Bastrop, TX",2027-AI-College-Jobs,Other,,12d,https://boards.greenhouse.io/spacex/jobs/8727884002?gh_jid=8727884002
Hitachi,Field Service Engineer - AIS,"Mount Pleasant, PA +7",2027-AI-College-Jobs,Other,"$66,000 - $82,000",13d,https://hitachi.wd1.myworkdayjobs.com/en-US/hitachi/job/Mount-Pleasant-Pennsylvania-United-States-of-America/Field-Service-Engineer---AIS_R0141202
Northeastern University,Associate Research Scientist,"Boston, MA",2027-AI-College-Jobs,Other,"$67,855.00 - $95,845.00",13d,https://northeastern.wd1.myworkdayjobs.com/en-US/careers/job/Boston-MA-Main-Campus/Associate-Research-Scientist_R141382-2
Fresenius Kabi,Associate Research Scientist - Cell & Gene Therapy,"Lake Zurich, IL",2027-AI-College-Jobs,Other,"$95,000 - $105,000",14d,https://freseniusglobal.wd3.myworkdayjobs.com/en-US/fk_careers/job/Lake-Zurich-IL/Associate-Research-Scientist--Cell---Gene-Therapy-_R-01025944
Novartis,Research Scientist - Lentiviral Vector Purification and Analytics,USA,2027-AI-College-Jobs,Other,"$66,800.00 - $124,000.00",14d,https://novartis.wd3.myworkdayjobs.com/en-US/novartis_careers/job/Cambridge-USA/Research-Scientist--Lentiviral-Vector-Purification-and-Analytics_REQ-10082523-1
Precision AQ,Associate Research Scientist - Real World Evidence,Remote - USA,2027-AI-College-Jobs,Other,"$66,000 - $94,000   USD",14d,https://job-boards.greenhouse.io/precisionaq/jobs/6128944004
Precision Medicine Group,Associate Research Scientist - Real World Evidence,Remote - USA,2027-AI-College-Jobs,Other,"$66,000 - $94,000   USD",14d,https://job-boards.greenhouse.io/precisionmedicinegroup/jobs/6128935004
Astera Institute,Research Scientist - All-Optical Working Memory,"Alameda, CA",2027-AI-College-Jobs,Other,"$80,000 - $150,000",15d,https://jobs.ashbyhq.com/astera/600f1aad-2c27-4b82-bf6c-c171713bcd22
Morgan Stanley,Junior Data Analyst,"Dallas, TX",2027-AI-College-Jobs,Other,"$80,000 (Est.)",17d,https://ms.wd5.myworkdayjobs.com/en-US/external/job/Dallas-Texas-United-States-of-America/Data-Analyst_PT-JR040220
Bluesight,Associate Data Analyst,Remote - USA,2027-AI-College-Jobs,Other,"$55,000 - $65,000",19d,https://jobs.lever.co/bluesight/0478c8b8-e41b-4506-8dfb-b924e69b563b
Relay Network,Business Associate - AI Adoption & Enablement,"Radnor, PA",2027-AI-College-Jobs,Other,,20d,https://boards.greenhouse.io/embed/job_app?for=relaynetwork&token=8121578&gh_jid=8121578
RVO Health,Data Analyst - People Analytics,"Charlotte, NC",2027-AI-College-Jobs,Other,,24d,https://job-boards.greenhouse.io/rvohealth/jobs/4721689005
Granicus,Analyst - AI Transformation & Strategic Operations,Remote - USA,2027-AI-College-Jobs,Other,"$85,000.00 - $103,000.00",25d,https://careers-granicus.icims.com/jobs/10421/analyst%2c-ai-transformation-%26-strategic-operations/job
Mastercard,Data Scientist I,"Salt Lake City, UT +1",2027-AI-College-Jobs,Other,"$72,000 - $115,000 USD",25d,https://mastercard.wd1.myworkdayjobs.com/en-US/corporatecareers/job/Salt-Lake-City-Utah-Holladay/Data-Scientist-I_R-286655
Deluxe,Data Scientist,"New York City, NY +1",2027-AI-College-Jobs,Other,"$85,000.00 - $90,000.00",26d,https://deluxe.wd5.myworkdayjobs.com/en-US/usa_can/job/New-York-NY-USA/Data-Scientist-1_260475WD-1
Huckberry,Jr. AI Process Engineer,"Austin, TX",2027-AI-College-Jobs,Other,,39d,https://apply.workable.com/huckberry/j/605FD224D9/
DaVita Kidney Care,Data Analyst - Clinical Analytics and Reporting,"Remote - Denver, CO",2027-AI-College-Jobs,Other,"$57,784.00 - $85,000.00",40d,https://davita.wd1.myworkdayjobs.com/en-US/dkc_external/job/09567---Denver-HQ-Non-CA-or-CO-Remote/Data-Analyst--Clinical-Analytics-and-Reporting_R0455734
Hewlett Packard Enterprise,HPE Labs - AI/ML Research Scientist III,"Milpitas, CA",2027-AI-College-Jobs,Other,"$136,500 - $276,500",49d,https://hpe.wd5.myworkdayjobs.com/en-US/jobsathpe/job/Milpitas-California-United-States-of-America/HPE-Labs---AI-ML-Research-Scientist-III_1209875-2
Hewlett Packard Enterprise,HPE Labs - AI/ML Research Scientist III,"Milpitas, CA",2027-AI-College-Jobs,Other,"$136,500 - $276,500",49d,https://hpe.wd5.myworkdayjobs.com/en-US/acjobsite/job/Milpitas-California-United-States-of-America/HPE-Labs---AI-ML-Research-Scientist-III_1209875
Busek,Data Analyst,"Natick, MA",2027-AI-College-Jobs,Other,,60d,http://busek.applytojob.com/apply/lwufjJR4I4/Data-Analyst
Corva,Jr. Completions Data Analyst,"Houston, TX",2027-AI-College-Jobs,Other,,68d,https://ats.rippling.com/corva/jobs/f1e7e952-17fc-4c23-944f-8efcce4c598f
GlobalFoundries,Global Tapeout and Mask Operations - Biz App and Data Engineer - 2026 New College Graduate,"Austin, TX",2027-AI-College-Jobs,Other,"$54,200.00 - $110,300.00",68d,https://globalfoundries.wd1.myworkdayjobs.com/en-US/external/job/USA---Texas---Austin/Global-Tapeout-and-Mask-Operations--Biz-App-and-Data-Engineer--2026-New-College-Graduate-_JR-2502471-1
Ignite IT,Jr. AI Prompt Engineer,"Ashburn, VA",2027-AI-College-Jobs,Other,,69d,https://apply.workable.com/ignite-33/j/81F38A4E63/
US Ghost Adventures,AI Content Creation,"Houston, TX",2027-AI-College-Jobs,Other,"$42,000 - $42,000",73d,http://usghostadventures.applytojob.com/apply/22dcazkGTe/AI-Content-Creation
Sage Ventures,Jr. Data Analyst,"Pikesville, MD",2027-AI-College-Jobs,Other,"$60,000 - $80,000",76d,http://sageventures.applytojob.com/apply/fJyVKmDSSy/Jr-Data-Analyst
SWBC,Data Analyst,"San Antonio, TX",2027-AI-College-Jobs,Other,,76d,https://swbc.wd1.myworkdayjobs.com/en-US/swbccareers/job/San-Antonio-TX/Data-Analyst_R0015059-1
Board International,Associate AI Engineer - 6-month contract,"Boston, MA",2027-AI-College-Jobs,Other,,89d,http://boardinternationalsa.applytojob.com/apply/LeNTy0zfun/Associate-AI-Engineer-6month-Contract
Scale AI,Enterprise AI Development Strategist,"San Francisco, CA",2027-AI-College-Jobs,Other,"$80,000 - $100,000",96d,https://job-boards.greenhouse.io/scaleai/jobs/4699572005
Apex Fintech Solutions,Data Analyst,"Chicago, IL",2027-AI-College-Jobs,Other,"$74,277 - $103,500",102d,https://peak6group.wd1.myworkdayjobs.com/en-US/apexfintechsolutions/job/Chicago-IL/Data-Analyst_JR104794
Bevi,Supply Chain Data Analyst,"Boston, MA",2027-AI-College-Jobs,Other,,102d,https://job-boards.greenhouse.io/bevicareers/jobs/4255221009
Home Depot,Online Data Engineer Manager,"Atlanta, GA",2027-AI-College-Jobs,Other,,103d,https://homedepot.wd5.myworkdayjobs.com/en-US/careerdepot/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Online-Data-Engineer-Manager_Req174407
Pathward,Artificial Intelligence Analyst - I,Remote - USA,2027-AI-College-Jobs,Other,"$60,000 - $100,500",114d,https://job-boards.greenhouse.io/pathward/jobs/5992061004
Hyve Solutions,Business Intelligence Data Analyst,"Fremont, CA",2027-AI-College-Jobs,Other,,117d,https://synnex.wd5.myworkdayjobs.com/en-US/hyvecareers/job/Fremont-CA/Business-Intelligence-Data-Analyst_R49569
CRC Group,Project Analyst - AI & Data Transformation,"Charlotte, NC",2027-AI-College-Jobs,Other,,118d,https://tihinsurance.wd1.myworkdayjobs.com/en-US/crc_careers/job/Charlotte-NC---600-S-Tryon-St/Project-Analyst---AI---Data-Transformation_R0000002575
Textron,Software Engineer 1 - Electronic Systems,"Hunt Valley, Cockeysville, MD",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,0d,https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=342666&utm_source=Simplify&ref=Simplify
Stripe,Software Engineer New Grad,"Seattle, WASFNYC",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,,0d,https://stripe.com/jobs/search?gh_jid=8128744&utm_source=Simplify&ref=Simplify
Huntington Ingalls Industries,Software Engineer 1 - CVN 21 Design,"Newport News, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$69,000.00 - $86,000.00",0d,https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-SOFTWARE-1-Virg/1425127900/?ats=successfactors&utm_source=Simplify&ref=Simplify
Huntington Ingalls Industries,Software Engineer 1 - CVN 21 Design,"Newport News, VA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$69,000.00 - $86,000.00",0d,https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-SOFTWARE-1-Virg/1425126300/?ats=successfactors&utm_source=Simplify&ref=Simplify
WhatNot,Software Engineer New Grad,"4 locations Seattle, WASFLANYC",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$155,000 - $160,000",0d,https://jobs.ashbyhq.com/whatnot/29bad846-de60-4be7-a222-69b97e044930/application?embed=true&utm_source=Simplify&ref=Simplify
Everlaw,Software Engineer 1,"Oakland, CA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$140,000 (Est.)",0d,https://job-boards.greenhouse.io/everlaw/jobs/4705236006?utm_source=Simplify&ref=Simplify
RELX,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",1d,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---June-_R117626-2?utm_source=Simplify&ref=Simplify
RELX,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",1d,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---January-_R117617-1?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",1d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---June-_R117626-1?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad - Risk Solutions Technology Graduate Program,"Boca Raton, FL",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",1d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Boca-Raton-FL/Tech-Accelerate-Graduate-Program---Software-Engineer--Boca-Raton---June-_R116023-2?utm_source=Simplify&ref=Simplify
LexisNexis Risk Solutions,Software Engineer New Grad - Risk Solutions Technology Graduate Program,"Alpharetta, GA",SimplifyJobs-Software Engineering New Grad Roles,Software Engineering,"$59,200 - $98,600",1d,https://relx.wd3.myworkdayjobs.com/en-US/RiskSolutions/job/Alpharetta-GA/Tech-Accelerate-Graduate-Program---Software-Engineer--Alpharetta---January-_R117617?utm_source=Simplify&ref=Simplify
